file,patch,size_mb,games_est,deaths,spells,attacks,damage,items,n_champs,champs
batch_124.jsonl.gz,12_22,1969.8,23,0,65224,57938,585266,3949,107,aatrox|ahri|akali|alistar|amumu|anivia|aphelios|ashe|aurelionsol|bard|belveth|brand|caitlyn|camille|cassiopeia|corki|darius|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|galio|gangplank|gnar|gragas|graves|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|kalista|karma|karthus|katarina|kayn|khazix|kindred|ksante|leesin|leona|lucian|lulu|malzahar|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nunu|olaf|ornn|pantheon|poppy|pyke|rakan|rammus|reksai|rell|renata|renekton|riven|ryze|samira|sejuani|shaco|shyvana|singed|sivir|skarner|swain|sylas|syndra|tahmkench|talon|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vayne|veigar|vex|vi|viktor|vladimir|xayah|xerath|yasuo|yone|yuumi|zed|ziggs|zilean|zoe|zyra
batch_127.jsonl.gz,12_22,1936.7,27,0,65426,59492,602916,4293,111,aatrox|ahri|akali|alistar|amumu|aphelios|ashe|azir|bard|belveth|blitzcrank|braum|caitlyn|camille|chogath|corki|darius|draven|drmundo|ekko|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|gragas|graves|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayn|khazix|kled|ksante|leblanc|leona|lillia|lucian|lulu|lux|malphite|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nocturne|ornn|pyke|qiyana|rakan|reksai|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|seraphine|sett|shyvana|singed|sion|sivir|swain|sylas|syndra|taliyah|taric|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|veigar|velkoz|vex|vi|viego|viktor|vladimir|xayah|xerath|yasuo|yone|yuumi|zac|zed|ziggs|zyra
batch_135.jsonl.gz,12_22,744.7,10,0,24734,23963,231947,1503,67,aatrox|ahri|akali|alistar|ashe|azir|bard|blitzcrank|caitlyn|darius|ekko|ezreal|fiddlesticks|fiora|garen|gnar|graves|hecarim|heimerdinger|jinx|kaisa|kalista|karma|kassadin|katarina|kayn|khazix|kindred|ksante|leblanc|leona|lillia|lulu|missfortune|mordekaiser|nami|nautilus|poppy|pyke|qiyana|renata|riven|sejuani|senna|seraphine|sett|sivir|swain|sylas|tahmkench|talon|teemo|thresh|tristana|trundle|tryndamere|varus|vayne|vi|viktor|xayah|yasuo|yone|yuumi|zac|zed|ziggs
batch_128.jsonl.gz,12_22,1947.6,22,0,66478,57909,590387,4034,104,aatrox|akali|akshan|alistar|amumu|ashe|bard|belveth|blitzcrank|brand|caitlyn|camille|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|janna|jax|jayce|jhin|jinx|kaisa|karma|kayn|khazix|kindred|kled|kogmaw|ksante|leesin|lillia|lucian|lulu|lux|malphite|masteryi|missfortune|monkeyking|mordekaiser|nami|nidalee|nilah|ornn|pyke|qiyana|quinn|rell|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shen|shyvana|singed|sivir|skarner|soraka|swain|syndra|taliyah|talon|thresh|tristana|tryndamere|twitch|udyr|varus|veigar|vex|vi|viego|viktor|vladimir|xayah|xerath|yasuo|yone|yuumi|zac|zed|zeri|ziggs|zilean|zyra
batch_132.jsonl.gz,12_22,1293.4,16,0,43772,40464,392577,2769,84,aatrox|ahri|akali|akshan|aphelios|bard|blitzcrank|caitlyn|camille|cassiopeia|chogath|corki|darius|draven|ekko|evelynn|ezreal|fiddlesticks|fiora|galio|gangplank|garen|graves|gwen|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jarvaniv|jax|jayce|kaisa|karma|karthus|kennen|khazix|kindred|ksante|leesin|lillia|lulu|masteryi|monkeyking|mordekaiser|nami|nasus|nautilus|nilah|nunu|olaf|orianna|pantheon|pyke|qiyana|reksai|renata|renekton|rengar|rumble|samira|seraphine|shen|shyvana|sivir|sona|soraka|sylas|syndra|taliyah|talon|taric|tristana|trundle|tryndamere|twitch|vayne|vi|viego|xerath|yasuo|yone|zed
batch_130.jsonl.gz,12_22,1948.3,24,0,66092,59662,585372,3989,97,aatrox|ahri|akali|alistar|ashe|bard|caitlyn|camille|darius|diana|draven|drmundo|elise|ezreal|fiora|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|kalista|karma|katarina|kayle|kayn|khazix|kindred|kled|ksante|leblanc|leesin|leona|lillia|lucian|lulu|lux|malzahar|maokai|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|orianna|ornn|pyke|qiyana|rakan|reksai|rell|renata|renekton|rengar|riven|samira|sejuani|seraphine|shaco|shen|shyvana|sona|soraka|sylas|syndra|talon|tristana|trundle|tryndamere|twitch|udyr|varus|velkoz|vex|vi|viego|viktor|vladimir|xayah|yasuo|yone|yuumi|zac|zed|ziggs|zilean
batch_131.jsonl.gz,12_22,1976.1,24,0,67963,62559,610257,4093,94,aatrox|ahri|akali|amumu|anivia|aphelios|bard|caitlyn|camille|chogath|diana|draven|drmundo|ekko|evelynn|ezreal|fiddlesticks|fiora|gangplank|garen|gnar|gragas|graves|gwen|hecarim|irelia|ivern|janna|jax|kaisa|karma|karthus|khazix|kindred|kled|ksante|leblanc|leesin|leona|lillia|lucian|lux|maokai|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|ornn|pantheon|pyke|qiyana|rammus|reksai|rell|renata|renekton|rengar|riven|rumble|samira|senna|seraphine|sett|shaco|shen|skarner|sona|sylas|syndra|taliyah|talon|taric|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|viego|viktor|vladimir|xayah|xerath|yasuo|yone|yuumi|zed|zilean|zyra
batch_138.jsonl.gz,12_22,878.0,11,0,31100,27245,269466,1923,68,aatrox|ahri|akali|akshan|alistar|aphelios|azir|bard|caitlyn|camille|cassiopeia|darius|draven|ekko|evelynn|ezreal|fiora|gangplank|gragas|graves|jhin|kaisa|karma|kassadin|katarina|khazix|kled|ksante|leesin|lucian|lulu|malphite|missfortune|monkeyking|mordekaiser|morgana|nami|nilah|pantheon|poppy|pyke|rengar|riven|rumble|seraphine|sett|sona|soraka|syndra|talon|teemo|thresh|trundle|tryndamere|twitch|udyr|velkoz|vi|viego|viktor|vladimir|xayah|yasuo|yone|zac|zed|ziggs|zilean
batch_133.jsonl.gz,12_22,1988.4,27,0,71058,60723,621193,4328,102,aatrox|ahri|akali|akshan|alistar|amumu|aphelios|ashe|aurelionsol|bard|brand|caitlyn|camille|cassiopeia|chogath|corki|darius|diana|draven|ekko|evelynn|ezreal|fiora|fizz|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|janna|jayce|jhin|jinx|kaisa|kalista|karma|kassadin|katarina|kayle|kayn|kennen|khazix|kled|kogmaw|ksante|leesin|leona|lillia|lissandra|lucian|lulu|lux|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|nocturne|nunu|olaf|orianna|ornn|pantheon|poppy|pyke|rakan|renata|renekton|rengar|riven|samira|sejuani|seraphine|shen|shyvana|sion|sylas|syndra|tahmkench|talon|taric|teemo|thresh|tryndamere|twitch|udyr|urgot|varus|vayne|vex|viktor|xayah|yasuo|yone|yuumi|zac|zed|ziggs
batch_134.jsonl.gz,12_22,1985.1,27,0,64119,62549,631225,4331,101,aatrox|ahri|akali|akshan|alistar|amumu|anivia|annie|ashe|aurelionsol|bard|blitzcrank|caitlyn|camille|cassiopeia|corki|darius|diana|draven|ekko|elise|ezreal|fiora|galio|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|irelia|janna|jarvaniv|jayce|jhin|jinx|kaisa|karma|karthus|katarina|kayn|kennen|khazix|kled|ksante|leesin|lillia|lucian|lulu|lux|malphite|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nasus|nidalee|nocturne|orianna|pyke|qiyana|rakan|rell|renata|renekton|rengar|riven|samira|sejuani|senna|singed|sion|soraka|swain|sylas|syndra|tahmkench|taric|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|velkoz|vi|viego|viktor|volibear|xayah|yasuo|yone|yuumi|zac|zed|ziggs
batch_136.jsonl.gz,12_22,1973.3,28,0,65998,62441,604708,4344,109,aatrox|ahri|akali|alistar|aphelios|ashe|bard|blitzcrank|brand|caitlyn|camille|chogath|darius|diana|draven|drmundo|ekko|evelynn|ezreal|fiora|fizz|gangplank|gragas|graves|gwen|hecarim|heimerdinger|irelia|janna|jax|jhin|jinx|kaisa|karma|karthus|katarina|kennen|khazix|kindred|kled|ksante|leesin|lillia|lucian|lulu|lux|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|neeko|nilah|nocturne|nunu|olaf|pantheon|pyke|qiyana|quinn|rakan|rell|renata|renekton|rengar|riven|rumble|samira|sejuani|senna|sett|shaco|shen|sion|sivir|sona|soraka|swain|sylas|syndra|tahmkench|taliyah|talon|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|urgot|varus|vayne|vex|vi|viktor|volibear|xayah|xerath|xinzhao|yasuo|yone|yuumi|zac|zed|zilean
batch_137.jsonl.gz,12_22,1957.9,24,0,67614,59814,586561,4041,100,aatrox|ahri|akali|alistar|anivia|aphelios|ashe|azir|belveth|blitzcrank|brand|caitlyn|camille|cassiopeia|darius|diana|draven|drmundo|ekko|evelynn|ezreal|fiora|fizz|garen|gragas|graves|hecarim|heimerdinger|irelia|janna|jhin|kaisa|kalista|karma|karthus|katarina|kayn|khazix|kled|ksante|leblanc|leona|lillia|lucian|lulu|lux|malphite|malzahar|masteryi|missfortune|mordekaiser|nami|nautilus|neeko|nilah|nocturne|nunu|orianna|ornn|pantheon|poppy|pyke|qiyana|rakan|rengar|riven|rumble|ryze|samira|sett|shyvana|singed|sona|soraka|sylas|syndra|taliyah|talon|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|velkoz|vi|viego|viktor|volibear|warwick|xayah|xerath|yasuo|yone|yuumi|zac|zed|zoe
batch_141.jsonl.gz,12_22,1120.1,14,0,37950,34512,330026,2249,77,aatrox|ahri|akali|akshan|alistar|aphelios|bard|blitzcrank|brand|braum|caitlyn|camille|chogath|darius|diana|draven|ekko|evelynn|ezreal|fiora|gragas|graves|heimerdinger|ivern|janna|jax|jinx|kaisa|karma|kassadin|katarina|kennen|kindred|kogmaw|ksante|leesin|leona|lillia|lulu|lux|monkeyking|mordekaiser|morgana|nautilus|nilah|orianna|ornn|pantheon|pyke|qiyana|rakan|renekton|rengar|riven|samira|sejuani|shaco|sona|swain|sylas|syndra|thresh|trundle|twistedfate|twitch|udyr|varus|vi|viego|viktor|vladimir|xayah|yasuo|yone|zac|zed|zilean
batch_144.jsonl.gz,12_22,1022.1,13,0,33811,31826,304199,2185,73,akali|akshan|aphelios|ashe|azir|bard|brand|caitlyn|camille|cassiopeia|diana|draven|ekko|evelynn|ezreal|fiora|graves|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jinx|kaisa|karma|karthus|khazix|ksante|leblanc|leesin|lucian|lulu|lux|maokai|missfortune|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|nilah|pyke|renekton|riven|sejuani|senna|seraphine|shen|sivir|sona|swain|sylas|syndra|talon|taric|thresh|tristana|trundle|tryndamere|twitch|udyr|vex|vi|viego|viktor|warwick|yasuo|yone|yuumi|zed
batch_140.jsonl.gz,12_22,1967.8,26,0,68352,60443,592804,4196,98,aatrox|akali|alistar|amumu|aphelios|ashe|azir|bard|blitzcrank|brand|braum|caitlyn|camille|darius|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|gangplank|gragas|graves|hecarim|heimerdinger|irelia|ivern|janna|jax|jhin|jinx|kaisa|karma|karthus|katarina|khazix|kindred|kled|kogmaw|ksante|lillia|lucian|lulu|lux|malphite|masteryi|mordekaiser|morgana|nami|nasus|nautilus|ornn|pantheon|pyke|qiyana|rakan|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|sett|shen|singed|sivir|soraka|swain|sylas|syndra|talon|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|velkoz|vex|vi|viego|viktor|vladimir|volibear|yasuo|yone|zac|zed|ziggs|zilean|zoe
batch_139.jsonl.gz,12_22,1986.9,24,0,67520,60124,590720,4130,101,aatrox|akali|ashe|azir|bard|blitzcrank|brand|braum|caitlyn|camille|cassiopeia|darius|diana|draven|ekko|evelynn|ezreal|fiora|gangplank|gragas|graves|gwen|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|katarina|kayn|kennen|khazix|kindred|kled|ksante|leblanc|leesin|leona|lillia|lucian|lux|masteryi|monkeyking|mordekaiser|morgana|nami|nautilus|neeko|nilah|nocturne|nunu|olaf|pantheon|pyke|qiyana|rakan|rammus|rell|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|shen|sona|soraka|swain|sylas|syndra|taliyah|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vayne|velkoz|vex|vi|viego|vladimir|volibear|xayah|xerath|yasuo|yone|zac|zed|zilean|zoe
batch_142.jsonl.gz,12_22,1998.5,27,0,67433,64240,619155,4418,104,aatrox|ahri|akali|akshan|alistar|amumu|annie|aphelios|ashe|bard|belveth|blitzcrank|braum|caitlyn|camille|corki|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jax|jayce|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kennen|khazix|kindred|kogmaw|leesin|leona|lillia|lucian|lulu|lux|malphite|maokai|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nidalee|ornn|pantheon|pyke|qiyana|rakan|rammus|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|seraphine|sett|singed|sion|sivir|soraka|swain|sylas|syndra|talon|taric|tristana|tryndamere|twitch|udyr|varus|vayne|veigar|vex|viego|warwick|yasuo|yone|zed|zilean|zoe
batch_143.jsonl.gz,12_22,1998.3,24,0,67663,61373,612324,4142,102,aatrox|ahri|akali|akshan|amumu|aphelios|ashe|azir|belveth|blitzcrank|brand|braum|caitlyn|camille|chogath|corki|diana|draven|drmundo|ekko|evelynn|ezreal|fiora|galio|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|irelia|janna|jarvaniv|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kennen|khazix|ksante|leesin|lucian|lulu|malphite|malzahar|maokai|masteryi|monkeyking|morgana|nami|nasus|nautilus|neeko|nidalee|nilah|nocturne|ornn|pantheon|pyke|qiyana|rakan|rell|renata|renekton|rengar|riven|ryze|samira|seraphine|shen|shyvana|sion|sivir|soraka|swain|sylas|syndra|tahmkench|talon|taric|teemo|tristana|trundle|tryndamere|twitch|varus|veigar|viego|viktor|volibear|warwick|xerath|yasuo|yone|zed|ziggs|zilean
batch_145.jsonl.gz,12_22,1969.9,23,0,69543,59678,588869,4039,99,aatrox|akali|akshan|alistar|aphelios|ashe|bard|blitzcrank|brand|caitlyn|camille|cassiopeia|chogath|corki|darius|draven|ekko|elise|ezreal|fiddlesticks|fiora|fizz|gangplank|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|jayce|jhin|kaisa|kalista|karma|katarina|khazix|kindred|kogmaw|ksante|leblanc|leesin|lucian|lulu|lux|maokai|masteryi|mordekaiser|morgana|nami|nautilus|nidalee|nunu|pantheon|poppy|pyke|qiyana|rakan|rell|renata|rengar|riven|ryze|senna|seraphine|sett|shaco|singed|sivir|skarner|soraka|swain|sylas|syndra|talon|taric|teemo|tristana|trundle|tryndamere|twitch|udyr|varus|vayne|vex|vi|viego|viktor|vladimir|warwick|xinzhao|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zoe
batch_147.jsonl.gz,12_22,1572.5,18,0,54060,48078,468365,3354,103,aatrox|ahri|akali|akshan|amumu|anivia|aphelios|ashe|azir|bard|belveth|brand|caitlyn|camille|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|gangplank|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jax|jayce|jhin|jinx|kaisa|karma|katarina|kayn|kennen|khazix|kindred|kogmaw|ksante|leesin|leona|lissandra|lucian|lulu|lux|maokai|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nocturne|pantheon|poppy|pyke|rakan|reksai|renata|renekton|riven|samira|seraphine|shen|shyvana|singed|sivir|skarner|soraka|sylas|syndra|tahmkench|taliyah|talon|taric|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|velkoz|vi|viego|viktor|vladimir|xayah|xerath|xinzhao|yasuo|yone|yuumi|zed|zeri|zilean|zyra
batch_150.jsonl.gz,12_22,1014.6,12,0,33599,31644,307918,2022,76,aatrox|ahri|akali|alistar|amumu|ashe|azir|brand|caitlyn|camille|cassiopeia|darius|draven|drmundo|ekko|elise|ezreal|fiora|fizz|graves|heimerdinger|irelia|janna|jax|jhin|kaisa|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kled|ksante|leblanc|lucian|lulu|lux|maokai|morgana|nami|nautilus|nidalee|nunu|poppy|pyke|qiyana|rakan|renata|renekton|rengar|riven|ryze|sejuani|senna|shaco|soraka|sylas|talon|teemo|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|viktor|vladimir|xayah|yasuo|zac|zed|zeri|zoe
batch_146.jsonl.gz,12_22,1890.4,23,0,65998,58073,570871,3863,97,aatrox|ahri|akali|anivia|aphelios|ashe|bard|caitlyn|camille|cassiopeia|corki|diana|draven|drmundo|evelynn|ezreal|fiora|galio|gangplank|gragas|graves|hecarim|heimerdinger|irelia|ivern|janna|jax|jhin|jinx|kaisa|karma|karthus|katarina|kayn|khazix|kindred|kled|ksante|lucian|lulu|malphite|masteryi|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|nunu|olaf|orianna|ornn|pantheon|poppy|pyke|qiyana|rakan|rammus|rell|renata|renekton|rengar|rumble|ryze|sejuani|seraphine|sett|shen|soraka|swain|sylas|syndra|taliyah|taric|thresh|trundle|tryndamere|twitch|udyr|varus|vayne|vex|vi|viego|viktor|vladimir|volibear|xayah|xinzhao|yasuo|yone|yuumi|zac|zed|zeri|zyra
batch_148.jsonl.gz,12_22,1900.1,27,0,67261,57211,582293,4169,99,aatrox|akali|alistar|amumu|anivia|aphelios|ashe|bard|brand|braum|caitlyn|camille|cassiopeia|chogath|darius|draven|ekko|elise|evelynn|ezreal|fiora|galio|gangplank|garen|gnar|graves|hecarim|heimerdinger|illaoi|irelia|janna|jarvaniv|jax|jhin|jinx|kaisa|karma|karthus|katarina|kayn|kindred|ksante|leesin|lillia|lucian|lulu|maokai|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|olaf|pantheon|pyke|qiyana|rakan|reksai|rell|renekton|rengar|riven|ryze|samira|seraphine|shaco|shen|shyvana|sivir|soraka|swain|sylas|syndra|tahmkench|taliyah|talon|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vayne|vex|viego|viktor|xayah|yasuo|yone|yuumi|zac|zed|zilean|zyra
batch_149.jsonl.gz,12_22,1941.4,25,0,63559,61099,592079,4153,104,aatrox|ahri|akali|akshan|amumu|aphelios|ashe|bard|belveth|blitzcrank|brand|caitlyn|camille|cassiopeia|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|gangplank|garen|gragas|graves|gwen|hecarim|irelia|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|kalista|karma|kassadin|katarina|kayn|khazix|kindred|kled|ksante|leesin|leona|lillia|lucian|lulu|lux|monkeyking|mordekaiser|morgana|nami|nautilus|nilah|nocturne|nunu|olaf|orianna|ornn|pantheon|pyke|rakan|rell|renata|rengar|riven|ryze|seraphine|sett|shaco|shen|sona|soraka|sylas|syndra|tahmkench|talon|teemo|thresh|tristana|twistedfate|twitch|udyr|varus|vayne|vex|vi|viego|viktor|vladimir|xayah|xerath|yasuo|yorick|yuumi|zac|zed|zoe|zyra
batch_153.jsonl.gz,12_22,1026.2,13,0,32188,33525,301311,2144,72,ahri|amumu|anivia|aphelios|ashe|blitzcrank|braum|caitlyn|camille|draven|drmundo|elise|ezreal|fiora|garen|graves|gwen|heimerdinger|irelia|ivern|janna|jax|jayce|jhin|kaisa|kalista|karma|karthus|kayle|kayn|khazix|kindred|kled|kogmaw|ksante|leblanc|leesin|lillia|lucian|lulu|lux|maokai|missfortune|monkeyking|mordekaiser|nami|nasus|nautilus|pyke|renata|renekton|rengar|riven|ryze|sejuani|seraphine|sett|shaco|sion|sona|soraka|swain|sylas|syndra|trundle|tryndamere|twistedfate|vayne|viktor|yone|zed|zoe
batch_156.jsonl.gz,12_22,806.1,10,0,27476,24770,249817,1609,66,aatrox|ahri|akali|aphelios|ashe|bard|blitzcrank|caitlyn|camille|cassiopeia|corki|diana|drmundo|ekko|elise|ezreal|fiora|garen|gragas|graves|hecarim|heimerdinger|irelia|jax|jinx|kaisa|kassadin|katarina|kayn|khazix|kindred|leblanc|lissandra|lucian|lulu|nami|nidalee|nilah|ornn|pantheon|pyke|qiyana|rammus|renata|renekton|rengar|samira|senna|shen|singed|soraka|sylas|syndra|tahmkench|talon|thresh|tristana|tryndamere|udyr|varus|vayne|viktor|yasuo|yone|yorick|yuumi
batch_152.jsonl.gz,12_22,1927.1,24,0,67135,59831,569655,4210,97,aatrox|ahri|akali|akshan|alistar|amumu|aphelios|ashe|belveth|brand|caitlyn|camille|cassiopeia|darius|diana|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gragas|graves|gwen|heimerdinger|illaoi|irelia|ivern|janna|jarvaniv|jax|jhin|kaisa|kalista|karma|kassadin|kayle|kennen|khazix|kindred|ksante|leblanc|leesin|lillia|lissandra|lucian|lulu|lux|malphite|maokai|missfortune|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|nilah|pyke|rakan|renata|rengar|riven|ryze|seraphine|shaco|sivir|soraka|swain|sylas|syndra|talon|thresh|tristana|trundle|tryndamere|twistedfate|udyr|varus|veigar|velkoz|vex|viego|viktor|vladimir|xerath|xinzhao|yasuo|yone|yuumi|zac|ziggs|zoe|zyra
batch_151.jsonl.gz,12_22,1994.4,26,0,66513,63551,621210,4281,109,aatrox|ahri|akali|akshan|amumu|anivia|azir|bard|blitzcrank|brand|braum|caitlyn|camille|cassiopeia|corki|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|galio|gangplank|gragas|graves|gwen|hecarim|heimerdinger|irelia|janna|jax|jayce|jhin|jinx|kaisa|karma|kassadin|kayle|kayn|kindred|kled|kogmaw|ksante|leblanc|leesin|lillia|lucian|lulu|lux|maokai|masteryi|monkeyking|mordekaiser|morgana|nami|nasus|nautilus|nocturne|nunu|ornn|poppy|pyke|qiyana|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|sett|shaco|shen|shyvana|sivir|sona|soraka|sylas|syndra|taric|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|velkoz|vi|viego|viktor|vladimir|volibear|xayah|xerath|yasuo|yuumi|zac|zed|ziggs|zoe
batch_159.jsonl.gz,12_22,999.7,12,0,33556,30232,304128,2064,73,aatrox|ahri|akali|anivia|aphelios|ashe|bard|blitzcrank|caitlyn|camille|cassiopeia|diana|draven|elise|evelynn|ezreal|fiddlesticks|gangplank|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jhin|jinx|kaisa|karma|katarina|khazix|kindred|kled|ksante|lucian|lulu|lux|missfortune|monkeyking|nami|nautilus|nocturne|ornn|pantheon|pyke|qiyana|quinn|renata|renekton|riven|ryze|sejuani|senna|shyvana|singed|sylas|syndra|talon|thresh|tristana|tryndamere|udyr|varus|vex|vi|viego|viktor|xayah|xerath|yone|zed|zilean|zyra
batch_154.jsonl.gz,12_22,1979.1,27,0,68906,62187,634830,4317,110,aatrox|ahri|akali|alistar|amumu|anivia|annie|aphelios|ashe|azir|blitzcrank|brand|braum|caitlyn|camille|cassiopeia|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|galio|gangplank|garen|gnar|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jhin|jinx|kaisa|kalista|karma|katarina|kennen|khazix|kindred|kled|kogmaw|leblanc|leona|lillia|lucian|lulu|malphite|monkeyking|mordekaiser|nami|nautilus|neeko|nilah|nunu|pantheon|pyke|qiyana|quinn|rammus|rell|renata|renekton|rengar|riven|rumble|samira|sejuani|senna|seraphine|sett|shaco|shen|sion|sivir|skarner|sona|soraka|sylas|syndra|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|veigar|vi|viego|viktor|volibear|xayah|yasuo|yone|yorick|zed|ziggs|zilean|zyra
batch_162.jsonl.gz,12_22,1056.4,12,0,35159,31763,317592,2094,75,aatrox|ahri|akali|alistar|amumu|annie|bard|brand|camille|darius|draven|ekko|elise|evelynn|ezreal|fiora|gangplank|garen|graves|irelia|jhin|kaisa|kalista|karma|karthus|kayn|kennen|khazix|kindred|kled|ksante|lillia|lucian|lulu|lux|malphite|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nilah|nocturne|pantheon|pyke|rakan|rammus|renata|rengar|riven|ryze|samira|seraphine|shaco|shyvana|soraka|sylas|syndra|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|veigar|viktor|vladimir|xayah|xerath|yone|zac|zed|zyra
batch_155.jsonl.gz,12_22,1981.4,27,0,70550,63454,625882,4143,110,aatrox|akali|akshan|alistar|amumu|aphelios|ashe|bard|blitzcrank|brand|braum|caitlyn|camille|cassiopeia|corki|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jhin|kaisa|karma|karthus|kassadin|katarina|kayn|khazix|kindred|kled|kogmaw|ksante|leblanc|leesin|leona|lillia|lucian|lulu|lux|malphite|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nocturne|nunu|pantheon|pyke|rakan|rammus|rell|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|singed|sion|sivir|soraka|swain|sylas|syndra|tahmkench|talon|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|velkoz|vex|vi|viktor|vladimir|volibear|xayah|yasuo|yone|yuumi|zed|ziggs|zilean|zyra
